John,6820759.100000001
William,5489015.200000003
James,6732641.000000001
Charles,3222483.4999999995
George,2107313.3
Frank,1308521.5000000002
Joseph,3339075.600000001
Thomas,2953218.9999999995
Henry,898173.6000000001
Robert,6357945.699999998
Edward,1773018.9999999998
Harry,638608.3
Walter,903949.0999999999
Arthur,759961.2000000003
Fred,512244.3000000001
Albert,707493.6999999997
Samuel,888713.7
David,4315602.300000001
Louis,555499.9000000001
Joe,626240.0000000001
Charlie,231162.4
Clarence,453581.5
Richard,3339220.9000000004
Andrew,1509948.1000000003
Daniel,2219134.1
Ernest,431064.7000000001
Will,65313.59999999999
Jesse,517379.9000000002
Oscar,253766.79999999996
Lewis,213255.99999999997
Peter,718844.4999999998
Benjamin,805558.7999999998
Frederick,352508.8000000001
Willie,636832.9
Alfred,350096.10000000003
Sam,178801.99999999997
Roy,567899.2999999996
Herbert,337908.4000000001
Jacob,1025189.7999999998
Tom,186594.00000000003
Elmer,199028.10000000003
Carl,692878.4000000003
Lee,307676.6000000001
Howard,498816.8999999999
Martin,388350.2999999999
Michael,5052593.500000002
Bert,49183.499999999985
Herman,200625.1
Jim,203163.8
Francis,410501.2
Harvey,168486.29999999996
Earl,423735.4
Eugene,541485.1999999998
Ralph,595842.9000000001
Ed,38510.900000000016
Claude,133428.49999999997
Edwin,322536.50000000006
Ben,115107.70000000001
Charley,33383.9
Paul,1786521.2000000002
Edgar,200283.0
Isaac,266536.4
Otto,42441.09999999997
Luther,96141.20000000003
Lawrence,621045.0
Ira,72928.19999999998
Patrick,791411.6999999998
Guy,119457.59999999996
Oliver,118966.90000000001
Theodore,294944.89999999997
Hugh,115696.50000000003
Clyde,205788.6
Alexander,716310.1
August,48618.19999999999
Floyd,223951.49999999997
Homer,92345.40000000004
Jack,884512.0000000001
Leonard,406968.69999999995
Horace,79221.0
Marion,103144.6
Philip,436650.60000000003
Allen,341243.5
Archie,71314.6
Stephen,1036650.9000000003
Chester,178521.80000000005
Willis,74246.4
Raymond,1055078.9
Rufus,51438.900000000016
Warren,237791.59999999995
Jessie,150207.59999999995
Milton,167754.09999999995
Alex,319702.5000000001
Leo,249273.89999999994
Julius,100168.79999999999
Ray,280544.8999999999
Sidney,117540.59999999995
Bernard,283863.20000000007
Dan,136323.7
Jerry,786884.6
Calvin,242795.70000000004
Perry,95642.80000000002
Dave,80989.09999999996
Anthony,1666793.1
Eddie,274191.8
Amos,42888.19999999999
Dennis,776591.3999999998
Clifford,260116.79999999993
Leroy,283545.89999999985
Wesley,243649.9
Alonzo,50063.2
Garfield,6855.900000000001
Franklin,178308.20000000004
Emil,44650.20000000001
Leon,220533.2
Nathan,592110.8
Harold,805387.3999999997
Matthew,1791775.5999999999
Levi,106195.59999999999
Moses,47021.49999999999
Everett,122945.99999999999
Lester,187179.00000000003
Winfield,6542.4
Adam,614929.9000000001
Lloyd,228772.99999999997
Mack,49471.799999999996
Fredrick,81779.69999999997
